365|calm,slightly low-pitched,sincere,adult-like,slightly strong,slightly cool,fluent,masculine,modest
374|low-pitched,calm,slightly friendly,middle-aged,adult-like,slightly sincere,slightly soft,masculine
377|slightly fluent,masculine,slightly low-pitched,slightly friendly,middle-aged,slightly deep,unique,intellectual,slightly soft,slightly muffled
412|reassuring,masculine,calm,refreshing,high-pitched,soft,relaxed,young,modest,kind
426|slightly fluent,gender-neutral,slightly clear,slightly adult-like,slightly high-pitched
472|slightly fluent,feminine,slightly middle-aged,slightly clear,sharp,strict,slightly high-pitched,slightly powerful
544|low-pitched,calm,adult-like,strong,cool,deep,slightly soft,masculine,powerful
551|bright,raspy,strong,adult-like,slightly wild,cool,masculine,powerful,slightly strict
557|soft,reassuring,calm,slightly dark,old,dark,slightly deep,slightly modest,mature,slightly kind,masculine,slightly raspy
568|slightly intellectual,bright,sincere,adult-like,slightly strong,cool,slightly wild,masculine,powerful
594|low-pitched,wild,old,strong,mature,cool,deep,fluent,masculine,slightly powerful,lively
597|feminine,slightly calm,slightly low-pitched,slightly old,slightly elegant,intellectual,clear
612|feminine,reassuring,calm,friendly,slightly elegant,soft,young,slightly gender-neutral,slightly muffled,kind
613|low-pitched,calm,middle-aged,slightly dark,very masculine,mature,slightly reassuring,deep,soft
622|reassuring,calm,slightly friendly,weak,slightly dark,modest,adult-like,slightly high-pitched,masculine,relaxed,slightly soft,slightly muffled,kind
666|feminine,middle-aged,slightly raspy,slightly high-pitched,slightly weak,modest
688|low-pitched,feminine,reassuring,calm,slightly lively,slightly light,slightly gender-neutral,cool,fluent,relaxed,slightly powerful
708|slightly low-pitched,slightly strong,slightly cool,slightly adult-like,masculine
718|slightly calm,slightly dark,adult-like,strong,slightly cool,slightly intellectual,masculine,slightly powerful,slightly mature
720|low-pitched,wild,slightly calm,slightly bright,slightly middle-aged,mature,cool,deep,masculine,slightly powerful
724|slightly fluent,slightly low-pitched,slightly bright,friendly,middle-aged,unique,slightly intellectual,masculine
820|calm,slightly strong,intellectual,slightly adult-like,masculine,slightly weak,modest
835|calm,refreshing,adult-like,slightly halting,strong,slightly wild,cool,deep,masculine,slightly powerful,slightly mature
846|low-pitched,slightly sweet,slightly old,elegant,strong,slightly wild,cool,deep,slightly soft,masculine,slightly mature,kind
850|low-pitched,soft,slightly calm,slightly middle-aged,slightly strong,slightly cool,slightly sincere,slightly kind,fluent,masculine
884|very adult-like,wild,loud,mature,cool,deep,masculine,clear,slightly raspy
886|low-pitched,calm,sincere,very masculine,adult-like,slightly elegant,cool,intellectual,soft
908|slightly loud,adult-like,strong,slightly elegant,slightly cool,deep,masculine,slightly powerful,slightly mature,slightly strict
960|feminine,calm,slightly loud,slightly high-pitched,adult-like,slightly elegant,slightly strong,slightly intellectual,fluent
976|low-pitched,feminine,slightly muffled,reassuring,slightly sexy,calm,slightly sweet,dark,adult-like,modest,slightly relaxed,intellectual,soft,slightly weak,kind
982|middle-aged,slightly unique,very masculine,slightly intellectual,slightly high-pitched,slightly weak,slightly strict
986|masculine,calm,slightly sweet,slightly friendly,weak,slightly dark,adult-like,slightly clear,slightly reassuring,slightly high-pitched,soft,relaxed,very calm,modest,kind
1046|reassuring,calm,slightly loud,sincere,middle-aged,slightly deep,slightly elegant,slightly strong,slightly cool,slightly intellectual,fluent,masculine,clear,slightly mature,slightly strict
1089|reassuring,calm,slightly sweet,adult-like,slightly wild,cool,intellectual,masculine,young,slightly mature
1112|low-pitched,calm,slightly dark,old,very mature,cool,masculine
1182|slightly calm,masculine,slightly sweet,refreshing,slightly relaxed,slightly kind,slightly soft,young,slightly muffled
1184|low-pitched,reassuring,calm,friendly,middle-aged,weak,slightly dark,modest,mature,slightly soft,masculine,relaxed,slightly raspy,kind
1187|low-pitched,wild,old,very mature,strong,slightly halting,cool,deep,masculine,slightly muffled
1188|soft,reassuring,slightly sexy,calm,adult-like,slightly clear,slightly halting,intellectual,deep,masculine,young
1239|low-pitched,masculine,calm,slightly sweet,adult-like,soft,slightly muffled,modest
1246|feminine,middle-aged,slightly lively,raspy,unique,slightly soft,slightly powerful,kind
1252|slightly refreshing,weak,slightly clear,slightly relaxed,very young,very feminine,fluent,very cute
1259|feminine,reassuring,slightly sexy,slightly sweet,weak,adult-like,slightly raspy,kind,slightly muffled,modest
1264|low-pitched,calm,sincere,middle-aged,very masculine,intellectual,soft
1265|low-pitched,reassuring,calm,slightly middle-aged,slightly modest,adult-like,slightly halting,masculine,slightly weak,sweet
1272|low-pitched,calm,sincere,middle-aged,very masculine,slightly cool,intellectual,slightly wild,slightly weak
1284|feminine,calm,slightly low-pitched,old,elegant,slightly kind,slightly gender-neutral,slightly raspy
1348|low-pitched,feminine,slightly sexy,calm,slightly middle-aged,kind,adult-like,slightly relaxed,soft,slightly weak,sweet
1387|masculine,slightly low-pitched,slightly friendly,slightly cool,slightly reassuring,slightly adult-like,slightly soft
1392|calm,slightly low-pitched,refreshing,slightly unique,slightly light,strong,adult-like,slightly young,slightly wild,slightly cool,fluent,masculine,slightly powerful
1401|masculine,slightly low-pitched,friendly,slightly young,slightly strong,slightly cool,slightly soft,lively
1403|calm,slightly sweet,modest,slightly strong,halting,masculine,young,muffled,slightly weak,kind
1417|bright,friendly,weak,slightly young,unique,slightly masculine,fluent,soft,lively
1446|low-pitched,elegant,adult-like,strong,mature,slightly cool,slightly soft,masculine,slightly powerful
1460|feminine,calm,light,adult-like,slightly clear,cool,fluent,lively
1462|feminine,slightly calm,slightly sweet,slightly bright,adult-like,cute,slightly kind,slightly high-pitched,slightly soft
1485|fluent,bright,refreshing,friendly,kind,slightly unique,slightly light,adult-like,strong,slightly reassuring,intellectual,slightly soft,high-pitched,masculine,clear,powerful,lively
1580|feminine,bright,refreshing,slightly lively,adult-like,slightly strong,cool,slightly kind,fluent,young,slightly powerful
1595|slightly muffled,slightly refreshing,slightly old,slightly relaxed,slightly wild,slightly cool,masculine,slightly raspy,kind
1601|low-pitched,wild,slightly calm,middle-aged,cool,deep,masculine
1603|masculine,slightly low-pitched,slightly friendly,slightly unique,slightly deep,slightly adult-like,slightly soft
1607|reassuring,calm,bright,refreshing,slightly lively,light,strong,cool,masculine,young,clear
1629|feminine,fluent,slightly intellectual,slightly middle-aged,strict,high-pitched,clear
1647|strong,loud,slightly young,mature,slightly intellectual,fluent,masculine,clear,slightly strict
1649|feminine,slightly calm,slightly friendly,slightly sincere,slightly adult-like,slightly kind,slightly high-pitched
1664|feminine,slightly refreshing,slightly lively,light,adult-like,cool,fluent,slightly powerful
1668|slightly refreshing,elegant,slightly clear,intellectual,slightly sincere,very feminine,young,slightly weak
1673|slightly fluent,feminine,slightly sweet,refreshing,sincere,adult-like,slightly cute,intellectual,slightly high-pitched
1680|feminine,calm,weak,dark,adult-like,intellectual,soft,relaxed,kind
1690|feminine,slightly calm,calm,cute,slightly intellectual,slightly high-pitched,slightly soft,young,sweet
1708|slightly calm,slightly loud,refreshing,slightly light,adult-like,high-pitched,masculine,slightly gender-neutral,slightly muffled
1717|feminine,weak,slightly halting,slightly adult-like,slightly high-pitched,slightly raspy,modest
1737|feminine,slightly weak,slightly sexy,refreshing,light,soft,young,slightly raspy
1754|slightly fluent,feminine,slightly refreshing,slightly low-pitched,sincere,middle-aged,intellectual,slightly strict
1767|feminine,slightly refreshing,slightly loud,slightly high-pitched,adult-like,slightly strong,intellectual,slightly reassuring,fluent
1777|low-pitched,calm,sincere,middle-aged,strong,slightly elegant,loud,mature,intellectual,strict,fluent,masculine,clear,powerful
1811|adult-like,strong,mature,slightly wild,cool,slightly kind,slightly soft,masculine,slightly powerful
1826|slightly weak,calm,slightly sweet,modest,adult-like,masculine,slightly muffled,kind
1849|reassuring,bright,refreshing,light,slightly clear,masculine,young,lively
1913|slightly low-pitched,slightly loud,slightly middle-aged,slightly strong,slightly intellectual,masculine
1920|feminine,weak,raspy,slightly dark,elegant,slightly clear,cool,soft,young,sexy,slightly muffled,sweet
1931|slightly fluent,feminine,slightly loud,slightly middle-aged,slightly clear,sharp,slightly powerful
1943|slightly fluent,slightly low-pitched,slightly mature,middle-aged,elegant,slightly clear,slightly relaxed,unique,masculine,slightly weak,lively
1968|feminine,calm,weak,slightly young,intellectual,soft,relaxed,muffled,modest
1992|feminine,slightly calm,slightly low-pitched,slightly dark,slightly modest,adult-like,intellectual,slightly sharp,slightly strict
1995|feminine,calm,slightly middle-aged,adult-like,intellectual,slightly kind,soft,relaxed,slightly weak,sweet
1998|feminine,very weak,calm,kind,modest,soft,slightly muffled,sweet
2001|low-pitched,reassuring,calm,slightly sweet,adult-like,slightly wild,fluent,masculine,slightly weak
2002|reassuring,calm,adult-like,slightly relaxed,slightly soft,masculine,slightly muffled
2004|slightly refreshing,slightly loud,gender-neutral,slightly strong,slightly cool,slightly high-pitched,young
2046|reassuring,calm,slightly low-pitched,slightly loud,sincere,middle-aged,slightly dark,slightly clear,slightly strong,intellectual,slightly kind,fluent,masculine,slightly weak
2068|feminine,slightly sexy,slightly sweet,slightly friendly,slightly cute,slightly relaxed,slightly kind,slightly adult-like,slightly raspy
2078|low-pitched,calm,slightly loud,slightly dark,gender-neutral,slightly halting,slightly reassuring,slightly weak
2086|slightly bright,slightly lively,slightly light,adult-like,slightly strong,cool,masculine
2096|middle-aged,strong,slightly wild,cool,slightly intense,masculine,slightly powerful,slightly mature
2122|low-pitched,slightly loud,slightly unique,slightly deep,adult-like,slightly strong,slightly intellectual,masculine,slightly mature
2136|slightly low-pitched,slightly middle-aged,slightly strong,slightly cool,slightly sincere,deep,masculine,slightly mature
2146|low-pitched,slightly fluent,slightly mature,middle-aged,elegant,unique,deep,masculine,slightly muffled
2196|clear,feminine,reassuring,slightly low-pitched,slightly bright,sincere,slightly unique,strong,slightly cute,slightly strong,intellectual,strict,fluent,young,powerful
2208|slightly low-pitched,slightly mature,slightly middle-aged,unique,slightly intellectual,masculine,slightly raspy
2275|low-pitched,feminine,intense,wild,adult-like,strong,sharp,strict,deep,clear,powerful
2276|feminine,slightly mature,middle-aged,slightly high-pitched,slightly raspy,slightly strict
2300|low-pitched,wild,middle-aged,strong,mature,cool,deep,fluent,masculine,powerful,lively
2309|low-pitched,slightly deep,strong,slightly elegant,slightly cool,slightly soft,masculine,slightly mature
2346|feminine,calm,raspy,unique,soft,young,slightly powerful,slightly muffled
2356|intense,wild,middle-aged,very masculine,strong,cool,deep,powerful
2374|low-pitched,feminine,reassuring,slightly sexy,calm,dark,slightly modest,very intellectual,slightly relaxed,slightly adult-like,fluent,soft,slightly weak,kind
2380|masculine,middle-aged,weak,elegant,unique,slightly intellectual,fluent,soft,muffled
2384|low-pitched,calm,slightly loud,sincere,slightly deep,elegant,adult-like,slightly clear,slightly strong,cool,masculine
2393|reassuring,calm,sincere,slightly modest,slightly relaxed,masculine,young,slightly weak,kind
2411|slightly fluent,feminine,reassuring,slightly refreshing,calm,slightly sweet,slightly friendly,slightly strong,slightly adult-like,soft,clear,slightly powerful,kind
2448|slightly low-pitched,slightly loud,slightly cool,strict,masculine,young
2494|calm,sincere,middle-aged,strong,loud,slightly cool,intellectual,deep,fluent,masculine,clear,powerful,slightly mature,slightly strict
2545|masculine,slightly low-pitched,calm,slightly modest,soft,young,slightly weak,kind
2568|feminine,sincere,adult-like,slightly clear,cute,slightly relaxed,slightly high-pitched,slightly weak,modest
2588|intense,very high-pitched,very light,masculine,very unique,very lively,very fluent,adult-like,strong,very bright,fluent,soft,clear,powerful,slightly weak
2598|feminine,old,unique,slightly strong,slightly sharp,slightly raspy
2624|low-pitched,slightly sexy,wild,slightly bright,powerful,very strong,mature,cool,fluent,masculine,clear,slightly strict
2724|wild,calm,slightly middle-aged,strong,cool,deep,masculine,slightly powerful,slightly mature
2733|low-pitched,soft,calm,elegant,adult-like,mature,slightly kind,deep,masculine
2741|slightly fluent,feminine,slightly calm,adult-like,slightly cute,slightly strong,slightly sincere,slightly kind,slightly high-pitched
2748|slightly low-pitched,slightly bright,cool,masculine,young,slightly weak
2762|slightly fluent,feminine,slightly loud,middle-aged,slightly clear,unique,sharp,slightly high-pitched
2774|fluent,calm,slightly loud,sincere,elegant,adult-like,strong,slightly cool,intellectual,high-pitched,masculine,clear,powerful,slightly strict
2775|feminine,slightly loud,refreshing,cute,slightly strong,slightly adult-like,slightly high-pitched,kind
2812|friendly,light,unique,slightly masculine,fluent,slightly soft,young,slightly weak,lively
2853|feminine,bright,refreshing,powerful,slightly gender-neutral,cool,fluent,clear,lively
2929|masculine,slightly low-pitched,friendly,elegant,slightly strong,slightly cool,fluent,soft,young
2960|slightly fluent,bright,friendly,slightly light,adult-like,strong,unique,slightly intense,high-pitched,masculine,slightly powerful
2961|low-pitched,feminine,slightly refreshing,calm,slightly dark,adult-like,slightly soft,slightly gender-neutral,slightly muffled,modest
2971|low-pitched,calm,middle-aged,slightly dark,slightly relaxed,intellectual,masculine,kind
2989|feminine,reassuring,calm,slightly low-pitched,slightly sweet,muffled,slightly relaxed,intellectual,kind,halting,slightly gender-neutral
3000|calm,slightly middle-aged,slightly dark,adult-like,sweet,cool,very reassuring,deep,masculine,slightly powerful,kind
3009|reassuring,masculine,calm,friendly,slightly mature,modest,adult-like,soft,relaxed,slightly weak,kind
3045|slightly fluent,slightly low-pitched,slightly strong,unique,slightly intellectual,slightly cool,masculine,young,slightly weak
3070|wild,raspy,adult-like,slightly young,cool,fluent,masculine
3079|feminine,slightly weak,modest,sweet,soft,young,slightly muffled,kind
3112|slightly fluent,feminine,slightly bright,adult-like,slightly clear,slightly cute,slightly strong,slightly high-pitched,lively
3157|feminine,calm,slightly middle-aged,slightly high-pitched,elegant,intellectual,fluent,clear
3171|calm,slightly elegant,intellectual,slightly adult-like,fluent,masculine,slightly soft,kind
3221|slightly low-pitched,friendly,slightly middle-aged,unique,fluent,masculine
3235|feminine,slightly calm,slightly low-pitched,slightly middle-aged,slightly light,strong,cool,slightly powerful,lively
3285|calm,slightly low-pitched,slightly deep,adult-like,slightly elegant,slightly cool,intellectual,slightly sincere,masculine
3288|slightly muffled,slightly refreshing,slightly low-pitched,slightly elegant,slightly relaxed,slightly masculine,slightly adult-like,intellectual,slightly weak,modest
3328|slightly sexy,calm,slightly low-pitched,slightly sweet,slightly deep,slightly strong,intellectual,slightly adult-like,slightly cool,slightly soft,masculine
3448|slightly fluent,calm,slightly low-pitched,slightly middle-aged,intellectual,masculine
3482|feminine,slightly sexy,elegant,adult-like,slightly strong,intellectual
3483|slightly bright,slightly middle-aged,slightly unique,slightly lively,slightly clear,slightly strong,masculine
3493|feminine,slightly refreshing,slightly bright,slightly lively,light,adult-like,slightly clear,slightly strong
3536|feminine,fluent,refreshing,light,strong,slightly clear,slightly cute,high-pitched,young,clear
3538|calm,sincere,adult-like,intellectual,very feminine,soft,slightly weak
3541|bright,raspy,slightly relaxed,slightly masculine,slightly adult-like,friendly,lively
3549|feminine,slightly sharp,adult-like,slightly cute,slightly high-pitched,slightly weak
3553|soft,very adult-like,slightly sweet,friendly,strong,intellectual,slightly kind,deep,fluent,masculine,powerful
3576|feminine,slightly low-pitched,slightly dark,old,slightly strong,cool,slightly wild,slightly sharp,slightly soft,powerful
3584|slightly fluent,feminine,reassuring,bright,sincere,strong,slightly clear,intellectual,young,slightly powerful,slightly strict
3592|reassuring,masculine,calm,slightly sweet,weak,slightly modest,soft,young,slightly muffled,kind
3615|low-pitched,feminine,refreshing,slightly lively,strong,adult-like,cool,slightly muffled
3645|feminine,reassuring,slightly refreshing,sincere,cool,fluent,clear
3650|masculine,calm,slightly low-pitched,slightly modest,slightly young,slightly soft
3654|low-pitched,very adult-like,sincere,very wild,very masculine,very cool,strong,intellectual,powerful
3698|feminine,reassuring,calm,weak,kind,adult-like,slightly cute,soft,clear,modest
3728|low-pitched,feminine,slightly weak,calm,friendly,slightly dark,elegant,adult-like,soft,slightly muffled,sweet
3752|low-pitched,slightly sexy,calm,slightly sweet,slightly old,slightly deep,slightly wild,cool,masculine
3816|feminine,calm,slightly low-pitched,slightly sharp,middle-aged,slightly powerful,slightly dark,strong,loud,strict,fluent,clear,slightly mature
3825|low-pitched,slightly calm,middle-aged,very masculine,slightly elegant,slightly strong,deep,fluent,slightly soft,slightly powerful,slightly mature
3864|low-pitched,slightly refreshing,calm,slightly middle-aged,adult-like,slightly sincere,deep,masculine
3867|feminine,slightly bright,light,slightly clear,slightly cute,slightly strong,high-pitched,young,lively
3871|low-pitched,slightly refreshing,calm,slightly dark,adult-like,slightly wild,cool,deep,masculine
3894|calm,friendly,weak,slightly dark,adult-like,high-pitched,masculine,relaxed,slightly soft,modest,kind
3895|slightly low-pitched,refreshing,slightly friendly,slightly strong,slightly cool,masculine,young,clear,lively
3927|low-pitched,calm,middle-aged,elegant,mature,deep,slightly soft,masculine,slightly powerful
3997|feminine,calm,slightly sweet,raspy,adult-like,slightly soft,slightly weak,modest
4193|low-pitched,intense,slightly calm,sincere,slightly powerful,adult-like,strong,loud,intellectual,fluent,masculine,clear,slightly sharp,slightly strict
4267|slightly refreshing,masculine,slightly young,slightly strong,slightly intellectual,slightly high-pitched,friendly
4289|low-pitched,feminine,calm,slightly loud,middle-aged,slightly halting,unique,cool,slightly gender-neutral,slightly muffled
4294|feminine,calm,slightly friendly,elegant,slightly clear,slightly strong,slightly cool,kind,young
4321|feminine,slightly dark,slightly cute,slightly adult-like,slightly high-pitched,slightly soft,slightly weak,modest
4344|very halting,calm,middle-aged,slightly dark,unique,masculine,slightly weak,kind
4379|low-pitched,slightly middle-aged,slightly unique,adult-like,slightly cool,intellectual,slightly sincere,fluent,masculine
4407|slightly low-pitched,slightly loud,adult-like,unique,fluent,masculine
4411|feminine,bright,strong,slightly clear,cute,slightly sharp,slightly powerful
4423|calm,slightly loud,middle-aged,slightly deep,slightly strong,slightly kind,masculine
4442|reassuring,slightly low-pitched,slightly deep,elegant,adult-like,slightly strong,slightly cool,slightly soft,masculine
4443|feminine,slightly loud,middle-aged,sharp,strict,slightly high-pitched
4480|slightly fluent,slightly low-pitched,unique,slightly adult-like,masculine
4576|feminine,calm,weak,slightly young,slightly kind,soft,relaxed,slightly muffled,modest
4710|low-pitched,calm,slightly loud,slightly modest,strong,adult-like,slightly clear,mature,slightly wild,cool,fluent,masculine,slightly powerful,sweet
4773|feminine,calm,weak,kind,elegant,slightly intellectual,soft,relaxed,young,sweet
4800|slightly bright,slightly unique,strong,adult-like,cool,slightly intense,masculine,slightly gender-neutral,slightly raspy
4807|feminine,slightly high-pitched,adult-like,slightly strong,unique,slightly intellectual,fluent,clear
4836|reassuring,masculine,slightly low-pitched,slightly cool,slightly adult-like,slightly soft,kind
4837|low-pitched,feminine,calm,middle-aged,slightly cool,powerful,slightly raspy,slightly strict
4839|feminine,slightly sexy,calm,slightly dark,slightly modest,adult-like
4854|low-pitched,middle-aged,elegant,strong,mature,unique,intellectual,deep,fluent,masculine,clear
4860|slightly calm,slightly low-pitched,slightly deep,adult-like,slightly cool,slightly intellectual,slightly soft,masculine
4863|slightly low-pitched,slightly loud,middle-aged,unique,masculine,slightly strict
4969|slightly fluent,calm,sincere,slightly lively,slightly deep,adult-like,cool,masculine
4979|slightly calm,masculine,slightly low-pitched,calm,slightly modest,slightly strong,slightly adult-like,slightly soft,slightly muffled
5007|feminine,slightly bright,slightly modest,adult-like,unique,slightly raspy
5009|slightly low-pitched,middle-aged,slightly unique,slightly cool,slightly intellectual,fluent,masculine,slightly soft,slightly mature
5082|low-pitched,feminine,calm,strong,slightly raspy,cool,kind,slightly weak
5115|low-pitched,feminine,reassuring,calm,slightly friendly,middle-aged,slightly powerful,slightly dark,strong,fluent,clear,slightly strict
5126|soft,calm,friendly,sincere,slightly middle-aged,deep,masculine
5132|soft,calm,weak,slightly unique,dark,slightly halting,slightly high-pitched,masculine,relaxed,young,modest,kind
5133|feminine,slightly strong,sharp,slightly wild,deep,powerful
5189|low-pitched,slightly sexy,calm,sincere,middle-aged,dark,loud,slightly relaxed,mature,intellectual,slightly cool,deep,fluent,masculine,clear,slightly strict
5220|low-pitched,feminine,reassuring,calm,old,relaxed,modest
5252|calm,sincere,middle-aged,very masculine,very low-pitched,intellectual,slightly soft,relaxed,slightly weak
5271|feminine,fluent,slightly sweet,slightly elegant,slightly cute,slightly strong,high-pitched,young,slightly weak
5278|low-pitched,slightly sexy,adult-like,strong,slightly cool,deep,fluent,masculine,slightly powerful
5340|feminine,very strong,unique,sharp,young,powerful
5401|low-pitched,slightly calm,slightly loud,slightly middle-aged,slightly cool,deep,masculine,slightly powerful
5463|slightly lively,adult-like,mature,slightly wild,cool,fluent,masculine,young
5471|feminine,slightly sweet,very soft,elegant,slightly cute,intellectual,young,slightly muffled
5561|slightly fluent,feminine,slightly intellectual,slightly loud,middle-aged,slightly clear,sharp,strict,slightly high-pitched
5569|feminine,slightly low-pitched,slightly bright,slightly middle-aged,adult-like,unique,slightly intense,friendly
5570|low-pitched,feminine,slightly sexy,calm,weak,slightly old,soft,kind
5588|feminine,calm,weak,adult-like,soft,sexy,slightly raspy,kind
5604|slightly fluent,feminine,slightly bright,slightly clear,cute,slightly strong,slightly high-pitched,young,lively
5618|feminine,slightly mature,slightly old,elegant,slightly high-pitched,kind,slightly weak
5652|slightly fluent,feminine,sincere,strong,slightly elegant,loud,cool,intellectual,deep,young,clear,slightly strict
5653|feminine,calm,slightly sweet,slightly young,slightly adult-like,soft,kind
5661|feminine,slightly sexy,calm,weak,slightly dark,adult-like,strong,fluent,kind,sweet
5671|feminine,slightly weak,calm,lively,adult-like,slightly strong,fluent,kind,slightly muffled,sweet
5703|low-pitched,wild,slightly loud,middle-aged,mature,strict,deep,masculine,powerful,slightly muffled
5717|slightly low-pitched,friendly,adult-like,unique,slightly intellectual,fluent,masculine
5719|slightly fluent,slightly low-pitched,slightly loud,slightly deep,unique,slightly adult-like,masculine
5725|feminine,calm,slightly light,slightly cute,soft,relaxed,young,slightly muffled,kind
5733|feminine,calm,very kind,weak,elegant,modest,slightly cute,very young,soft,relaxed,slightly muffled,sweet
5750|low-pitched,calm,sincere,very wild,middle-aged,very masculine,adult-like,mature,cool,deep,fluent
5778|slightly fluent,feminine,sincere,slightly middle-aged,elegant,slightly clear,slightly high-pitched
5789|feminine,middle-aged,elegant,slightly strong,slightly cool,strict,slightly high-pitched,slightly powerful
5791|low-pitched,slightly middle-aged,slightly strong,deep,masculine,slightly powerful,slightly mature,slightly strict
5808|adult-like,slightly wild,cool,slightly intellectual,deep,high-pitched,masculine
5809|feminine,slightly loud,adult-like,strong,slightly elegant,slightly intellectual,slightly high-pitched,slightly strict
5837|low-pitched,feminine,reassuring,refreshing,very wild,slightly dark,slightly intense,adult-like,strong,slightly raspy,mature,cool,deep,fluent,clear,slightly weak,slightly strict
5876|feminine,slightly sexy,calm,very soft,elegant,slightly relaxed,kind,young,clear,slightly weak,sweet
5909|calm,slightly low-pitched,slightly loud,slightly deep,slightly strong,slightly cool,slightly reassuring,slightly kind,masculine,young
5914|wild,middle-aged,very mature,strong,cool,deep,masculine,lively
5918|calm,refreshing,adult-like,slightly strong,cool,deep,masculine,slightly powerful,slightly mature
5933|masculine,middle-aged,elegant,adult-like,strong,mature,soft,sweet
5940|low-pitched,masculine,calm,friendly,slightly middle-aged,slightly deep,slightly soft
5951|low-pitched,wild,calm,old,mature,slightly strong,cool,masculine,slightly powerful
5952|slightly bright,slightly loud,strong,slightly young,slightly high-pitched,friendly,lively
5984|slightly fluent,feminine,calm,slightly sweet,elegant,adult-like,intellectual,slightly kind,soft,clear
5993|masculine,calm,sincere,middle-aged,elegant,mature,deep,slightly soft,slightly powerful
6000|feminine,intense,sincere,adult-like,strong,slightly clear,intellectual,strict,deep,fluent,powerful
6025|feminine,calm,refreshing,light,strong,intellectual,cool,fluent,young,clear,lively
6032|feminine,calm,raspy,old,mature,strict,slightly powerful
6037|masculine,calm,intellectual,slightly adult-like,fluent,soft,kind
6051|low-pitched,calm,middle-aged,loud,strict,deep,masculine
6076|intense,fluent,slightly refreshing,slightly calm,bright,middle-aged,slightly unique,strong,deep,high-pitched,masculine,clear,powerful,slightly sharp,slightly strict
6080|low-pitched,sincere,very masculine,elegant,adult-like,cool,intellectual,fluent,slightly soft
6102|feminine,slightly weak,reassuring,slightly sexy,calm,slightly old,high-pitched,slightly powerful,slightly raspy
6139|low-pitched,feminine,reassuring,calm,slightly sweet,slightly middle-aged,weak,modest
